seed,mdp_time_s,ppo_time_s,mdp_finish,ppo_finish,mdp_legal,ppo_legal,ppo_minus_mdp_time_s
10055,5280.339107471421,5270.141875414087,3.0,3.0,1.0,1.0,-10.197232057334077
10056,5253.994282378911,5256.480841990953,1.0,2.0,1.0,1.0,2.4865596120425835
10057,5289.076041910205,5290.396695448702,4.0,3.0,1.0,1.0,1.3206535384970266
10058,5307.3735139728615,5304.6719207748,4.0,4.0,1.0,1.0,-2.701593198061346
10059,5261.830600014243,5252.698848783866,2.0,1.0,1.0,1.0,-9.131751230376722
10060,5268.858558400394,5264.355896975968,2.0,2.0,1.0,1.0,-4.502661424426151
10061,5249.411990097793,5250.920572293567,2.0,2.0,1.0,1.0,1.5085821957736698
10062,5263.753296801953,5264.161468462771,3.0,3.0,1.0,1.0,0.4081716608179704
10063,5249.954460503031,5248.540668432508,2.0,2.0,1.0,1.0,-1.4137920705234137
10064,5270.500011014365,5269.529814565733,2.0,2.0,1.0,1.0,-0.9701964486312136
10065,5274.857855003668,5259.240158271498,2.0,1.0,1.0,1.0,-15.617696732169861
10066,5247.6367939224465,5268.103193780538,1.0,1.0,1.0,1.0,20.46639985809179
10067,5271.459177473203,5270.478014128448,3.0,3.0,1.0,1.0,-0.9811633447552595
10068,5258.321336754493,5272.913528840238,1.0,2.0,1.0,1.0,14.5921920857445
10069,5251.602299585961,5250.827803231511,2.0,2.0,1.0,1.0,-0.7744963544500933
10070,5267.603548941935,5267.603548941935,3.0,3.0,1.0,1.0,0.0
10071,5249.268894084413,5274.8772380036635,2.0,3.0,1.0,1.0,25.60834391925073
10072,5285.167109700731,5283.878123615953,3.0,4.0,1.0,1.0,-1.2889860847781165
10073,5319.512069706431,5315.712942751973,5.0,3.0,1.0,1.0,-3.7991269544581883
10074,5248.930257957594,5246.8367592978275,2.0,2.0,1.0,1.0,-2.0934986597667375
10075,5316.4098259803395,5278.369652349038,3.0,3.0,1.0,1.0,-38.04017363130151
10076,5243.40632085505,5262.959018193875,1.0,1.0,1.0,1.0,19.552697338825055
10077,5307.350874818889,5281.64410108821,3.0,2.0,1.0,1.0,-25.706773730678833
10078,5299.139655586521,5291.678680332359,3.0,3.0,1.0,1.0,-7.4609752541618946
10079,5273.901008823374,5271.726719697402,3.0,3.0,1.0,1.0,-2.1742891259718817
10080,5252.973213275446,5268.956035891618,1.0,1.0,1.0,1.0,15.982822616171688
10081,5266.538477862358,5265.459501643375,2.0,2.0,1.0,1.0,-1.078976218983371
10082,5251.984277378603,5243.039262547416,2.0,1.0,1.0,1.0,-8.945014831187109
10083,5310.972753831118,5308.707680834488,4.0,4.0,1.0,1.0,-2.265072996629897
10084,5277.060032421556,5306.717218460759,3.0,3.0,1.0,1.0,29.657186039203225
10085,5256.390681710298,5277.267238843723,3.0,3.0,1.0,1.0,20.876557133425194
10086,5259.903830131079,5252.504606071614,3.0,3.0,1.0,1.0,-7.3992240594652685
10087,5258.222615923704,5249.536949860206,3.0,2.0,1.0,1.0,-8.685666063498502
10088,5243.785998798125,5248.682166104954,1.0,1.0,1.0,1.0,4.896167306829739
