seed,mdp_time_s,ppo_time_s,mdp_finish,ppo_finish,mdp_legal,ppo_legal,ppo_minus_mdp_time_s
10000,5316.126020004253,5311.721633881932,4.0,4.0,1.0,1.0,-4.404386122321739
10001,5337.7969220806945,5340.029739817473,5.0,5.0,1.0,1.0,2.232817736778088
10002,5267.641555617379,5274.151197727193,2.0,2.0,1.0,1.0,6.5096421098141946
10003,5265.620198009072,5270.786400921558,2.0,2.0,1.0,1.0,5.166202912486369
10004,5288.3908449068385,5307.5578091734105,3.0,4.0,1.0,1.0,19.166964266571995
10005,5303.862331781201,5319.61614185847,3.0,4.0,1.0,1.0,15.753810077269009
10006,5255.015271112666,5250.3459473529565,2.0,2.0,1.0,1.0,-4.669323759709187
10007,5274.190769593708,5278.266035300338,3.0,3.0,1.0,1.0,4.075265706630489
10008,5243.473296893343,5246.694776436183,1.0,1.0,1.0,1.0,3.2214795428399157
10009,5262.561295246472,5263.899252625889,2.0,2.0,1.0,1.0,1.3379573794172757
10010,5277.12837054959,5271.830636671132,3.0,3.0,1.0,1.0,-5.2977338784576204
10011,5269.328788029899,5304.650064243426,3.0,3.0,1.0,1.0,35.32127621352629
10012,5278.773205311805,5286.078176903156,3.0,3.0,1.0,1.0,7.3049715913512046
10013,5301.651896242677,5301.651896242677,3.0,3.0,1.0,1.0,0.0
10014,5255.632475715481,5248.174946428923,2.0,1.0,1.0,1.0,-7.457529286557474
10015,5282.429295765448,5281.212821403942,3.0,3.0,1.0,1.0,-1.2164743615057887
10016,5244.155714668746,5256.0199021406925,1.0,1.0,1.0,1.0,11.864187471946025
10017,5249.325674258235,5246.280375831587,2.0,2.0,1.0,1.0,-3.0452984266485146
10018,5282.098810465261,5282.084043000375,3.0,3.0,1.0,1.0,-0.014767464886062953
10019,5249.252314187426,5249.252314187426,3.0,3.0,1.0,1.0,0.0
10020,5248.845206455433,5287.555883092789,1.0,3.0,1.0,1.0,38.7106766373563
10021,5277.096996826687,5262.731290166558,3.0,2.0,1.0,1.0,-14.365706660129035
10022,5273.782704236637,5279.92084565942,2.0,3.0,1.0,1.0,6.13814142278261
10023,5277.041788980795,5278.551265957312,3.0,3.0,1.0,1.0,1.5094769765173623
10024,5258.781957708157,5284.977501750146,2.0,1.0,1.0,1.0,26.195544041988796
10025,5297.112715340942,5296.003550296669,4.0,4.0,1.0,1.0,-1.1091650442722312
10026,5266.769078596601,5255.7066967269775,3.0,2.0,1.0,1.0,-11.062381869623096
10027,5281.629368051073,5277.414338374477,3.0,3.0,1.0,1.0,-4.215029676595805
10028,5287.2379556832375,5275.037446512016,3.0,2.0,1.0,1.0,-12.20050917122171
10029,5275.818660434473,5279.6721653289005,3.0,3.0,1.0,1.0,3.853504894427715
10030,5280.153024061441,5278.829214401719,3.0,3.0,1.0,1.0,-1.3238096597224285
10031,5250.374851887836,5250.749329048741,3.0,3.0,1.0,1.0,0.3744771609053714
10032,5272.474827245677,5296.909994786464,2.0,3.0,1.0,1.0,24.435167540787006
10033,5251.066856052326,5278.559491315874,2.0,2.0,1.0,1.0,27.492635263547527
10034,5322.882855292356,5303.3914010491735,4.0,3.0,1.0,1.0,-19.49145424318249
10035,5285.413357086809,5277.844242061477,3.0,3.0,1.0,1.0,-7.5691150253314845
10036,5243.74838256606,5257.049901236252,1.0,1.0,1.0,1.0,13.301518670191399
10037,5266.910455896446,5274.397801796663,2.0,2.0,1.0,1.0,7.487345900216496
10038,5283.418473940084,5285.513053553772,3.0,3.0,1.0,1.0,2.0945796136875288
10039,5265.644453288007,5273.447849514795,3.0,2.0,1.0,1.0,7.803396226788209
10040,5348.176924313656,5374.109438974155,5.0,6.0,1.0,1.0,25.932514660498782
10041,5259.9706137679805,5264.796193861241,2.0,2.0,1.0,1.0,4.825580093260214
10042,5297.404001046044,5269.677549751284,3.0,2.0,1.0,1.0,-27.72645129476041
10043,5253.975884709285,5291.135786831542,1.0,2.0,1.0,1.0,37.159902122256426
10044,5282.465795393505,5283.958086080178,3.0,3.0,1.0,1.0,1.4922906866731864
10045,5249.882878160192,5249.716132743189,2.0,2.0,1.0,1.0,-0.16674541700376722
10046,5324.94250880951,5312.276425995555,5.0,4.0,1.0,1.0,-12.666082813955654
10047,5278.605253870899,5278.041208382697,2.0,3.0,1.0,1.0,-0.5640454882022823
10048,5284.3326366328465,5287.031006907356,3.0,3.0,1.0,1.0,2.698370274509216
10049,5295.085956350603,5294.026285180845,3.0,3.0,1.0,1.0,-1.0596711697580758
10050,5277.528220637339,5282.169461968022,2.0,3.0,1.0,1.0,4.641241330683442
10051,5272.950214702426,5265.96412595634,3.0,2.0,1.0,1.0,-6.986088746086352
10052,5250.929899247217,5251.8196127650135,3.0,3.0,1.0,1.0,0.8897135177967357
10053,5266.246819454921,5273.3473346879655,3.0,2.0,1.0,1.0,7.100515233044462
10054,5387.071998221325,5303.225560615681,6.0,3.0,1.0,1.0,-83.84643760564359
10055,5280.339107471421,5264.108391074235,3.0,2.0,1.0,1.0,-16.23071639718546
10056,5253.994282378911,5257.538811976263,1.0,2.0,1.0,1.0,3.544529597352266
10057,5289.076041910205,5279.979527557632,4.0,2.0,1.0,1.0,-9.09651435257365
10058,5307.3735139728615,5345.40429420244,4.0,4.0,1.0,1.0,38.03078022957834
10059,5261.830600014243,5303.159085884604,2.0,2.0,1.0,1.0,41.328485870360964
10060,5268.858558400394,5313.909475479194,2.0,2.0,1.0,1.0,45.05091707880001
10061,5249.411990097793,5257.741684241085,2.0,2.0,1.0,1.0,8.329694143291817
10062,5263.753296801953,5262.616212920051,3.0,3.0,1.0,1.0,-1.1370838819020719
10063,5249.954460503031,5250.733164568351,2.0,2.0,1.0,1.0,0.7787040653192889
10064,5270.500011014365,5269.255511816591,2.0,2.0,1.0,1.0,-1.2444991977736208
10065,5274.857855003668,5262.332671042144,2.0,1.0,1.0,1.0,-12.525183961523908
10066,5247.6367939224465,5295.129680965445,1.0,2.0,1.0,1.0,47.49288704299852
10067,5271.459177473203,5270.612248323186,3.0,3.0,1.0,1.0,-0.846929150017786
10068,5258.321336754493,5272.913528840238,1.0,2.0,1.0,1.0,14.5921920857445
10069,5251.602299585961,5253.485031642509,2.0,2.0,1.0,1.0,1.8827320565478658
10070,5267.603548941935,5250.730339312934,3.0,3.0,1.0,1.0,-16.873209629000485
10071,5249.268894084413,5247.26913667731,2.0,2.0,1.0,1.0,-1.9997574071030613
10072,5285.167109700731,5282.638486965871,3.0,3.0,1.0,1.0,-2.5286227348597095
10073,5319.512069706431,5327.757300061174,5.0,4.0,1.0,1.0,8.245230354742489
10074,5248.930257957594,5246.686592826236,2.0,2.0,1.0,1.0,-2.2436651313582843
10075,5316.4098259803395,5278.722499363241,3.0,2.0,1.0,1.0,-37.68732661709873
10076,5243.40632085505,5266.691421426011,1.0,1.0,1.0,1.0,23.28510057096173
10077,5307.350874818889,5280.165266055396,3.0,1.0,1.0,1.0,-27.185608763492382
10078,5299.139655586521,5304.406139580111,3.0,4.0,1.0,1.0,5.266483993589645
10079,5273.901008823374,5273.901008823374,3.0,3.0,1.0,1.0,0.0
10080,5252.973213275446,5265.464310493383,1.0,1.0,1.0,1.0,12.49109721793684
10081,5266.538477862358,5271.792074335189,2.0,2.0,1.0,1.0,5.253596472830395
10082,5251.984277378603,5248.66922552174,2.0,1.0,1.0,1.0,-3.3150518568627376
10083,5310.972753831118,5278.2880887070605,4.0,3.0,1.0,1.0,-32.684665124057574
10084,5277.060032421556,5275.26940025603,3.0,3.0,1.0,1.0,-1.7906321655254942
10085,5256.390681710298,5256.390681710298,3.0,3.0,1.0,1.0,0.0
10086,5259.903830131079,5252.504606071614,3.0,3.0,1.0,1.0,-7.3992240594652685
10087,5258.222615923704,5275.8555788633275,3.0,2.0,1.0,1.0,17.632962939623212
10088,5243.785998798125,5254.194073261718,1.0,1.0,1.0,1.0,10.408074463593039
10089,5263.307295209482,5261.99019613821,2.0,2.0,1.0,1.0,-1.3170990712715138
10090,5297.811988250152,5269.98960415278,3.0,1.0,1.0,1.0,-27.822384097372378
10091,5259.680638260635,5258.868547582647,2.0,2.0,1.0,1.0,-0.8120906779877259
10092,5329.598692287073,5330.263757134098,4.0,4.0,1.0,1.0,0.6650648470249507
10093,5269.938352879967,5283.259407425107,2.0,3.0,1.0,1.0,13.321054545140214
10094,5256.67323838117,5256.656677380207,2.0,2.0,1.0,1.0,-0.0165610009635202
10095,5265.345001530348,5312.564096686204,3.0,4.0,1.0,1.0,47.21909515585594
10096,5296.055234208666,5298.469809217414,2.0,2.0,1.0,1.0,2.4145750087482156
10097,5263.393328091803,5251.1885174910785,1.0,1.0,1.0,1.0,-12.204810600724159
10098,5255.987847571137,5255.987847571137,3.0,3.0,1.0,1.0,0.0
10099,5255.394745761519,5258.294082405979,2.0,1.0,1.0,1.0,2.8993366444601634
10100,5253.704967677109,5258.628541401444,1.0,1.0,1.0,1.0,4.9235737243343465
10101,5267.13397095997,5263.780143889018,3.0,3.0,1.0,1.0,-3.353827070951411
10102,5272.260065974892,5275.167253860807,2.0,2.0,1.0,1.0,2.9071878859149365
10103,5294.509877501211,5321.199270267246,3.0,4.0,1.0,1.0,26.68939276603487
10104,5357.39942655312,5290.819980949764,4.0,3.0,1.0,1.0,-66.57944560335636
10105,5296.614827040827,5302.84729916233,3.0,3.0,1.0,1.0,6.232472121503633
10106,5247.210368786225,5256.638120574821,2.0,2.0,1.0,1.0,9.427751788595742
10107,5308.916805167007,5308.0329337017165,4.0,4.0,1.0,1.0,-0.8838714652902127
10108,5244.19281868869,5250.4784128311085,2.0,2.0,1.0,1.0,6.285594142418631
10109,5257.478753443648,5258.720832258947,3.0,3.0,1.0,1.0,1.2420788152985551
10110,5270.4765930260255,5274.631615516077,3.0,3.0,1.0,1.0,4.155022490051124
10111,5266.9178453316545,5264.0655685684505,3.0,3.0,1.0,1.0,-2.8522767632039177
10112,5279.332448335484,5276.582805349199,2.0,2.0,1.0,1.0,-2.7496429862849254
10113,5330.418536270043,5303.11561753275,3.0,3.0,1.0,1.0,-27.302918737293112
10114,5313.866184281997,5312.550893731364,3.0,3.0,1.0,1.0,-1.315290550633108
10115,5238.918483100015,5315.084876995314,1.0,3.0,1.0,1.0,76.16639389529882
10116,5274.274758206522,5277.740595172583,3.0,3.0,1.0,1.0,3.4658369660610333
10117,5254.701822132053,5254.4746082556685,2.0,3.0,1.0,1.0,-0.22721387638466695
10118,5239.477188457715,5238.81672365328,2.0,2.0,1.0,1.0,-0.6604648044349233
10119,5280.071075716245,5284.6349166749915,4.0,4.0,1.0,1.0,4.563840958746368
10120,5279.025127660977,5268.697133265792,3.0,2.0,1.0,1.0,-10.32799439518476
10121,5254.8592206824205,5263.54371846176,2.0,2.0,1.0,1.0,8.684497779339836
10122,5290.045673349845,5289.914079889018,3.0,3.0,1.0,1.0,-0.1315934608273892
10123,5279.989567183203,5278.424850197697,3.0,3.0,1.0,1.0,-1.5647169855055836
10124,5256.956287710376,5271.7537182461565,3.0,3.0,1.0,1.0,14.797430535780222
10125,5310.199613550848,5347.635829558407,4.0,5.0,1.0,1.0,37.43621600755887
10126,5244.764730530837,5246.310715588045,2.0,3.0,1.0,1.0,1.5459850572078722
10127,5252.811076328926,5258.677329320894,2.0,2.0,1.0,1.0,5.866252991968395
10128,5258.230174537945,5275.26287058546,1.0,1.0,1.0,1.0,17.032696047515856
10129,5246.679753114235,5245.600379786313,1.0,1.0,1.0,1.0,-1.0793733279215303
10130,5271.516441774539,5287.618882078004,3.0,3.0,1.0,1.0,16.1024403034653
10131,5262.404902538783,5273.817121808299,2.0,1.0,1.0,1.0,11.412219269515845
10132,5299.028115145122,5285.390377559141,3.0,3.0,1.0,1.0,-13.637737585981085
10133,5248.879774534471,5257.036146086303,2.0,2.0,1.0,1.0,8.156371551832308
10134,5298.463496354963,5298.710501327047,3.0,3.0,1.0,1.0,0.24700497208323213
10135,5271.621055798905,5251.294193280693,2.0,3.0,1.0,1.0,-20.326862518211783
10136,5253.403777125654,5258.395923910658,2.0,2.0,1.0,1.0,4.99214678500357
10137,5254.098936791897,5249.769563521431,2.0,2.0,1.0,1.0,-4.3293732704660215
10138,5346.3136004379085,5312.454377682273,5.0,4.0,1.0,1.0,-33.85922275563553
10139,5275.95156676815,5276.388180075488,3.0,3.0,1.0,1.0,0.43661330733812065
10140,5285.901087581834,5287.817630253369,3.0,3.0,1.0,1.0,1.9165426715353533
10141,5290.950040781324,5311.473780429644,3.0,4.0,1.0,1.0,20.52373964831986
10142,5260.121613706427,5243.702549103514,2.0,2.0,1.0,1.0,-16.41906460291284
10143,5279.888952510241,5265.195520618952,3.0,3.0,1.0,1.0,-14.693431891289038
10144,5344.994711023524,5335.903208534253,4.0,4.0,1.0,1.0,-9.091502489271079
10145,5295.013638937194,5283.54711837785,3.0,3.0,1.0,1.0,-11.466520559343735
10146,5253.902350420598,5256.601833493182,2.0,1.0,1.0,1.0,2.6994830725843713
10147,5268.293553807893,5254.874942366129,2.0,2.0,1.0,1.0,-13.41861144176346
10148,5240.883597833722,5249.482396951277,2.0,2.0,1.0,1.0,8.598799117555245
10149,5281.939679973047,5279.939249131804,3.0,3.0,1.0,1.0,-2.0004308412426326
10150,5256.326437395587,5257.696267509948,3.0,3.0,1.0,1.0,1.3698301143604112
